location,bedrooms,bathrooms,price,site
Westlands,2,2,160000,Property24
Kileleshwa,4,3,110000,Property24
Kileleshwa,2,2,73000,Property24
Riverside,3,3,95000,Property24
Westlands,3,3,135000,Property24
Kileleshwa,3,4,150000,Property24
Kileleshwa,1,1,65000,Property24
Ngong Rd,3,1,60000,Property24
Westlands,1,1,400000,Property24
Westlands,3,4,130000,Property24
Langata,1,1,27000,Property24
Langata,1,1,26000,Property24
Kileleshwa,3,3,165000,Property24
Kileleshwa,3,3,145000,Property24
Kilimani,4,3,130000,Property24
Lavington,2,2,65000,Property24
Westlands,3,3,300000,Property24
Kilimani,2,2,160000,Property24
Kileleshwa,2,2,65000,Property24
Westlands,4,4,400000,Property24
Lavington,2,1,160000,Property24
Kileleshwa,3,3,120000,Property24
Westlands,3,3,140000,Property24
Kileleshwa,1,1,23000,Property24
Nairobi West,2,2,45000,Property24
Kileleshwa,3,3,160000,Property24
Kilimani,3,3,140000,Property24
Kileleshwa,2,2,160000,Property24
Riverside,4,5,250000,Property24
Langata,3,2,70000,Property24
Westlands,3,3,400000,Property24
Langata,2,1,30000,Property24
Lavington,3,3,85000,Property24
Kilimani,3,3,100000,Property24
Kileleshwa,1,1,50000,Property24
Uthiru,3,2,55000,Property24
Kileleshwa,1,1,65000,Property24
Ngong Rd,1,1,45000,Property24
Kilimani,2,2,55000,Property24
Lavington,3,3,100000,Property24
Kileleshwa,3,4,165000,Property24
Kileleshwa,3,2,65000,Property24
Kileleshwa,3,4,165000,Property24
South B,1,1,24000,Property24
Kileleshwa,1,1,55000,Property24
Riverside,4,5,350000,Property24
Westlands,2,2,200000,Property24
Westlands,3,3,100000,Property24
Kilimani,2,2,120000,Property24
Lavington,2,2,65000,Property24
Kileleshwa,4,1,30000,Property24
Ngong Rd,2,1,48000,Property24
Kitisuru,2,2,75000,Property24
Lavington,3,2,70000,Property24
Kileleshwa,2,2,80000,Property24
Kilimani,1,1,55000,Property24
Riverside,4,4,300000,Property24
Rosslyn,4,5,355000,Property24
Lavington,3,3,110000,Property24
Kilimani,2,2,70000,Property24
Lavington,4,4,240000,Property24
Kileleshwa,2,1,60000,Property24
Westlands,1,2,40000,Property24
Lavington,3,3,100000,Property24
Kileleshwa,3,3,220000,Property24
Ngong Rd,3,1,20000,Property24
Lavington,5,5,380000,Property24
Ngong Rd,2,1,30000,Property24
Ruaraka,2,2,120000,Property24
Westlands,3,3,170000,Property24
Westlands,2,2,160000,Property24
Kileleshwa,3,3,100000,Property24
Ngong Rd,1,1,25000,Property24
Westlands,3,4,325000,Property24
Westlands,2,2,300000,Property24
Kilimani,1,1,60000,Property24
Westlands,2,2,150000,Property24
Kilimani,1,1,50000,Property24
Lavington,2,2,65000,Property24
Kitisuru,1,1,22000,Property24
Kilimani,2,2,120000,Property24
Syokimau,3,4,50000,Property24
Riverside,4,4,165000,Property24
Westlands,3,3,150000,Property24
Westlands,3,3,140000,Property24
Westlands,1,1,45000,Property24
Langata,1,1,25500,Property24
Lavington,2,2,90000,Property24
Parklands,3,3,130000,Property24
Westlands,3,3,170000,Property24
Kilimani,3,2,95000,Property24
Lavington,3,2,90000,Property24
Riverside,3,3,300000,Property24
Kilimani,1,1,20000,Property24
Kilimani,2,2,70000,Property24
Kilimani,3,2,85000,Property24
Kilimani,3,3,105000,Property24
Westlands,4,3,115000,Property24
Kilimani,3,1,80000,Property24
Kileleshwa,4,5,200000,Property24
Kilimani,3,3,100000,Property24
Lavington,3,3,130000,Property24
Kilimani,3,3,120000,Property24
Parklands,4,4,200000,Property24
Ngong Rd,2,2,50000,Property24
Lavington,1,1,50000,Property24
Riverside,3,3,120000,Property24
Parklands,3,3,90000,Property24
Kilimani,3,3,80000,Property24
Lavington,3,1,70000,Property24
Kilimani,2,2,75000,Property24
Kitisuru,3,2,90000,Property24
Kilimani,3,3,275000,Property24
South C,2,1,35000,Property24
Kilimani,2,2,70000,Property24
Westlands,2,2,90000,Property24
South B,2,2,33000,Property24
Lavington,3,2,70000,Property24
Westlands,3,3,150000,Property24
Ngong Rd,3,2,65000,Property24
Ngong Rd,1,1,25000,Property24
Parklands,2,2,170000,Property24
Kileleshwa,2,2,250000,Property24
Kilimani,2,2,85000,Property24
Lavington,3,4,120000,Property24
Westlands,3,2,120000,Property24
Kileleshwa,2,2,75000,Property24
Kileleshwa,3,2,85000,Property24
Ngong Rd,1,1,23000,Property24
Kilimani,2,2,15000,Property24
South C,2,2,35000,Property24
Kileleshwa,2,2,100000,Property24
Lavington,2,2,70000,Property24
Kilimani,2,2,60000,Property24
Lavington,2,2,65000,Property24
Kilimani,3,3,80000,Property24
Lavington,2,2,90000,Property24
Parklands,3,4,130000,Property24
Kileleshwa,3,3,90000,Property24
Lavington,5,5,380000,Property24
Ngong Rd,1,1,20000,Property24
Kilimani,3,1,70000,Property24
Westlands,2,2,160000,Property24
Westlands,2,3,250000,Property24
Lavington,1,2,120000,Property24
Ngong Rd,2,2,50000,Property24
Westlands,2,2,90000,Property24
Westlands,2,2,160000,Property24
Kilimani,3,4,120000,Property24
Westlands,3,3,150000,Property24
Westlands,3,3,140000,Property24
Westlands,2,2,150000,Property24
Lavington,2,3,85000,Property24
Kilimani,2,2,5000,Property24
Lavington,4,4,200000,Property24
Lavington,5,5,380000,Property24
Lavington,3,2,80000,Property24
Westlands,3,3,160000,Property24
Langata,1,1,28000,Property24
South C,1,1,28000,Property24
Kileleshwa,1,1,45000,Property24
Kilimani,2,2,85000,Property24
Kileleshwa,1,1,50000,Property24
Westlands,4,3,110000,Property24
Kileleshwa,2,1,51000,Property24
Westlands,2,2,95000,Property24
Ngong Rd,2,2,24000,Property24
Kileleshwa,3,3,160000,Property24
Kileleshwa,2,1,76000,Property24
Ngong Rd,2,2,35000,Property24
Kilimani,2,2,80000,Property24
Westlands,2,2,250000,Property24
Westlands,3,3,150000,Property24
Ngong Rd,1,1,28000,Property24
Lavington,4,4,160000,Property24
Kileleshwa,4,4,250000,Property24
Rosslyn,4,5,300000,Property24
Riverside,4,4,400000,Property24
Kilimani,3,1,80000,Property24
Westlands,3,3,160000,Property24
Ruaka,1,1,25000,Property24
Kileleshwa,1,1,52500,Property24
Westlands,2,2,150000,Property24
Parklands,4,4,200000,Property24
Nairobi West,1,1,35000,Property24
Kilimani,3,3,80000,Property24
Kileleshwa,3,3,250000,Property24
Kileleshwa,3,3,150000,Property24
Kilimani,2,2,60000,Property24
Imara Daima,2,2,32000,Property24
Lavington,3,2,75000,Property24
Kilimani,3,3,65000,Property24
Kileleshwa,4,5,220000,Property24
Lavington,2,2,60000,Property24
South B,2,2,45000,Property24
Kileleshwa,1,1,70000,Property24
Kilimani,2,2,120000,Property24
Kileleshwa,2,2,60000,Property24
Lavington,3,3,100000,Property24
Syokimau,3,4,32000,Property24
Parklands,2,2,300000,Property24
Kilimani,3,2,75000,Property24
Langata,1,1,25000,Property24
Kiambu Road,2,2,54000,Property24
Westlands,3,4,280000,Property24
Parklands,4,4,170000,Property24
Westlands,2,2,150000,Property24
Garden Estate,4,4,250000,Property24
Syokimau,2,2,30000,Property24
Kileleshwa,4,4,80000,Property24
Westlands,3,4,260000,Property24
Kilimani,2,2,55000,Property24
Kilimani,2,2,65000,Property24
Kileleshwa,3,3,150000,Property24
Karen,2,2,60000,Property24
Westlands,3,3,85000,Property24
South B,2,2,45000,Property24
Ngong Rd,1,1,25000,Property24
Spring Valley,2,2,280000,Property24
Westlands,1,1,140000,Property24
Langata,3,2,55000,Property24
Westlands,2,2,70000,Property24
Kilimani,3,1,80000,Property24
Spring Valley,2,2,200000,Property24
Kilimani,1,1,140000,Property24
Kilimani,2,2,230000,Property24
Kileleshwa,2,2,60000,Property24
Lavington,3,3,110000,Property24
Westlands,3,3,330000,Property24
Lavington,1,1,5000,Property24
Kileleshwa,2,2,75000,Property24
Westlands,1,1,190000,Property24
Lavington,2,2,80000,Property24
Lavington,5,5,470000,Property24
Westlands,3,2,90000,Property24
Kileleshwa,3,3,150000,Property24
Westlands,2,3,160000,Property24
Kileleshwa,2,2,75000,Property24
Kilimani,2,2,50000,Property24
Westlands,3,3,360000,Property24
Kilimani,2,2,80000,Property24
Westlands,2,3,130000,Property24
Westlands,3,4,140000,Property24
Westlands,4,4,425000,Property24
Lavington,2,2,75000,Property24
Lavington,2,2,80000,Property24
Uthiru,3,2,9500000,Property24
Ngong Rd,1,1,25000,Property24
Westlands,3,2,100000,Property24
Lavington,2,2,60000,Property24
Lavington,2,2,75000,Property24
Riverside,1,1,150000,Property24
Westlands,2,3,160000,Property24
Kilimani,4,3,120000,Property24
Ngumo estate,3,2,40000,Property24
Lavington,3,3,135000,Property24
Westlands,2,3,160000,Property24
Kilimani,3,2,65000,Property24
Kilimani,2,3,120000,Property24
Ruaka,2,1,25000,Property24
Kilimani,2,3,85000,Property24
Westlands,3,2,100000,Property24
Westlands,4,5,531000,Property24
Ngong Rd,2,2,50000,Property24
Lavington,2,2,55000,Property24
Parklands,3,2,80000,Property24
Kilimani,3,2,72000,Property24
Kilimani,3,2,85000,Property24
Kileleshwa,2,2,70000,Property24
Kitisuru,3,2,90000,Property24
Riverside,2,3,80000,Property24
Kileleshwa,1,1,70000,Property24
Kileleshwa,3,2,80000,Property24
Parklands,2,1,70000,Property24
Langata,2,1,50000,Property24
Kileleshwa,3,3,80000,Property24
Lavington,3,3,160000,Property24
South B,2,2,70000,Property24
Mbagathi Way,2,1,33000,Property24
Westlands,2,3,160000,Property24
Kileleshwa,3,3,80000,Property24
Langata,2,2,54000,Property24
Lavington,2,2,120000,Property24
Parklands,3,2,100000,Property24
Kileleshwa,2,2,250000,Property24
Kilimani,2,2,80000,Property24
Ngong Rd,2,1,27000,Property24
Kileleshwa,4,4,250000,Property24
Kilimani,3,2,80000,Property24
Kileleshwa,2,2,65000,Property24
Kilimani,2,3,220000,Property24
Spring Valley,4,5,350000,Property24
Ngong Rd,2,2,48000,Property24
Langata,3,2,60000,Property24
Kitisuru,2,2,75000,Property24
Kilimani,5,6,250000,Property24
Kileleshwa,3,3,90000,Property24
Langata,1,1,25000,Property24
Lavington,5,5,380000,Property24
Westlands,2,2,250000,Property24
Kilimani,2,1,65000,Property24
Parklands,3,1,115000,Property24
Lavington,3,3,120000,Property24
Kileleshwa,3,3,140000,Property24
Parklands,3,1,100000,Property24
Kileleshwa,3,3,85000,Property24
Lavington,3,2,110000,Property24
Kiambu Road,2,2,54000,Property24
Kilimani,2,2,120000,Property24
Westlands,2,3,160000,Property24
Westlands,3,3,100000,Property24
Kilimani,3,2,90000,Property24
Kileleshwa,3,3,80000,Property24
Spring Valley,4,5,350000,Property24
Kileleshwa,1,1,70000,Property24
Kilimani,2,1,70000,Property24
Lavington,4,3,150000,Property24
Westlands,2,2,250000,Property24
Kileleshwa,3,4,150000,Property24
Lavington,3,2,75000,Property24
Ruaka,2,2,40000,Property24
Uthiru,1,1,14500,Property24
Kilimani,3,4,220000,Property24
Ruaraka,3,3,240000,Property24
Lavington,2,2,60000,Property24
Kileleshwa,2,2,55000,Property24
Kileleshwa,2,2,110000,Property24
Ngara,2,3,45000,Property24
Westlands,2,2,90000,Property24
Kileleshwa,1,1,6000,Property24
Ngong Rd,1,1,35000,Property24
Kileleshwa,2,2,220000,Property24
Kiambu Road,2,2,140000,Property24
Ngong Rd,2,1,26000,Property24
Kilimani,2,2,65000,Property24
Riverside,3,3,160000,Property24
Peponi,4,4,400000,Property24
Westlands,2,4,250000,Property24
Kileleshwa,2,3,110000,Property24
Langata,3,3,27000,Property24
Kitisuru,3,2,90000,Property24
Langata,3,1,60000,Property24
Kilimani,3,2,75000,Property24
Kileleshwa,1,1,130000,Property24
Kileleshwa,5,3,150000,Property24
Kilimani,1,1,50000,Property24
Westlands,1,1,150000,Property24
Karen,2,1,50000,Property24
Kilimani,2,2,65000,Property24
Kileleshwa,2,2,120000,Property24
Kileleshwa,3,4,130000,Property24
Riverside,2,2,75000,Property24
Lavington,3,3,120000,Property24
Westlands,3,3,85000,Property24
Langata,2,2,35000,Property24
Ngong Rd,3,1,15000,Property24
Kileleshwa,3,1,70000,Property24
Mountain View,2,1,60000,Property24
Langata,3,1,60000,Property24
Ngong Rd,2,2,55000,Property24
Kilimani,1,1,60000,Property24
Kitisuru,1,1,22000,Property24
Kileleshwa,3,2,85000,Property24
Riverside,3,3,350000,Property24
Ngong Rd,1,1,20000,Property24
Westlands,2,2,62000,Property24
South B,2,2,30000,Property24
Syokimau,3,3,70000,Property24
Kiambu Road,4,4,130000,Property24
Ngong Rd,2,2,70000,Property24
Parklands,2,2,300000,Property24
Westlands,3,3,160000,Property24
Kilimani,2,2,160000,Property24
Lavington,2,2,67000,Property24
Riverside,3,3,200000,Property24
Ruaka,2,2,50000,Property24
Kileleshwa,3,3,110000,Property24
Ngong Rd,2,2,50000,Property24
South C,2,2,48000,Property24
Parklands,2,2,300000,Property24
Westlands,4,5,200000,Property24
Kileleshwa,3,2,80000,Property24
Kileleshwa,3,3,100000,Property24
Westlands,2,2,180000,Property24
Kiambu Road,2,2,54000,Property24
Lavington,3,2,75000,Property24
Lavington,3,3,75000,Property24
Westlands,2,2,250000,Property24
Kilimani,2,2,200000,Property24
Ruaka,2,1,30000,Property24
Ruaraka,3,3,240000,Property24
Westlands,3,3,360000,Property24
Kitisuru,2,2,75000,Property24
Lavington,3,2,150000,Property24
Kilimani,2,2,75000,Property24
Riverside,3,3,130000,Property24
Peponi,4,4,610000,Property24
Kileleshwa,3,3,100000,Property24
Kilimani,3,1,85000,Property24
Riverside,3,4,220000,Property24
Kabete,2,2,40000,Property24
Lavington,3,3,90000,Property24
Westlands,2,3,110000,Property24
Ngong Rd,1,1,35000,Property24
Ngong Rd,1,1,36500,Property24
Ngong Rd,1,1,30000,Property24
Westlands,3,3,180000,Property24
Ngong Rd,1,1,28000,Property24
Kilimani,3,2,65000,Property24
Lavington,2,2,10000,Property24
Lavington,3,3,100000,Property24
Riverside,3,3,180000,Property24
Kiambu Road,2,2,54000,Property24
Westlands,2,2,160000,Property24
Kilimani,3,2,75000,Property24
Kilimani,3,3,85000,Property24
Kilimani,3,3,115000,Property24
Kileleshwa,1,1,45000,Property24
Langata,2,2,38000,Property24
Ngong Rd,1,1,18500,Property24
Loresho,3,3,65000,Property24
Kileleshwa,3,2,85000,Property24
Kileleshwa,2,2,65000,Property24
Spring Valley,4,4,450000,Property24
Kitisuru,3,2,90000,Property24
Kileleshwa,2,3,70000,Property24
Kilimani,2,2,200000,Property24
Ngong Rd,1,1,25000,Property24
Lavington,2,2,57000,Property24
Westlands,2,3,90000,Property24
Kilimani,2,2,120000,Property24
Kilimani,1,1,160000,Property24
Kilimani,3,3,80000,Property24
Kileleshwa,3,3,130000,Property24
Ngong Rd,1,1,35000,Property24
Westlands,3,3,250000,Property24
Ngong Rd,2,2,33000,Property24
Parklands,3,3,110000,Property24
Spring Valley,2,3,250000,Property24
Langata,1,1,28000,Property24
Ngong Rd,2,1,26000,Property24
Ngong Rd,2,1,38000,Property24
Westlands,1,1,150000,Property24
Kileleshwa,2,2,150000,Property24
Westlands,3,4,350000,Property24
Spring Valley,2,2,270000,Property24
Langata,1,1,28500,Property24
Westlands,3,2,63000,Property24
Lavington,2,3,75000,Property24
Kilimani,3,3,180000,Property24
Kileleshwa,2,3,75000,Property24
Kilimani,5,7,250000,Property24
Lavington,2,2,9800000,Property24
Kilimani,2,3,200000,Property24
Lavington,3,2,80000,Property24
Kilimani,3,3,80000,Property24
Westlands,3,4,280000,Property24
Langata,3,2,60000,Property24
Ruaraka,3,3,240000,Property24
Lavington,3,3,325000,Property24
Westlands,2,2,250000,Property24
Westlands,3,3,150000,Property24
Westlands,3,3,90000,Property24
Kileleshwa,2,1,80000,Property24
Muthaiga,3,2,100000,Property24
Kilimani,2,2,65000,Property24
South B,1,1,28000,Property24
Westlands,3,3,2200,Property24
South C,3,2,56000,Property24
Lavington,3,2,85000,Property24
Kilimani,3,1,75000,Property24
Kileleshwa,2,2,120000,Property24
Ruaraka,2,2,200000,Property24
Kileleshwa,3,3,250000,Property24
Westlands,2,2,170000,Property24
Westlands,4,3,90000,Property24
Kilimani,2,2,70000,Property24
Langata,3,2,65000,Property24
Parklands,3,2,60000,Property24
Garden Estate,4,4,250000,Property24
Parklands,3,3,250000,Property24
Ngong Rd,2,2,55000,Property24
Westlands,4,4,120000,Property24
Kilimani,2,2,200000,Property24
Ngong Rd,1,1,45000,Property24
Westlands,3,3,150000,Property24
Nairobi West,1,1,29000,Property24
Kitisuru,3,2,90000,Property24
Lavington,3,3,110000,Property24
Kilimani,5,5,280000,Property24
Karen,3,2,100000,Property24
Kilimani,3,3,85000,Property24
South B,1,1,23000,Property24
Muthaiga,2,2,240000,Property24
Westlands,2,2,200000,Property24
Kileleshwa,4,4,240000,Property24
Westlands,2,2,70000,Property24
Lavington,3,3,85000,Property24
Lavington,3,2,90000,Property24
Riverside,3,3,150000,Property24
Lavington,2,3,200000,Property24
Kilimani,2,2,75000,Property24
Kilimani,1,1,55000,Property24
Westlands,3,3,160000,Property24
Peponi,4,4,510000,Property24
Lavington,3,3,75000,Property24
Mountain View,3,2,60000,Property24
Westlands,2,2,120000,Property24
Kilimani,2,2,120000,Property24
Kileleshwa,3,2,60000,Property24
Kitisuru,3,2,90000,Property24
Kilimani,3,3,200000,Property24
Parklands,3,4,300000,Property24
Westlands,2,3,140000,Property24
Ruaraka,2,2,200000,Property24
Kileleshwa,2,2,60000,Property24
Westlands,3,2,85000,Property24
Kilimani,3,3,85000,Property24
Kilimani,1,1,35000,Property24
Kilimani,3,3,100000,Property24
Parklands,3,4,130000,Property24
Kileleshwa,2,2,130000,Property24
Spring Valley,3,3,135000,Property24
Kileleshwa,1,1,140000,Property24
Gigiri,2,2,180000,Property24
Langata,1,1,25000,Property24
Westlands,4,4,450000,Property24
Lavington,3,3,130000,Property24
Lavington,3,3,90000,Property24
Ruaraka,2,2,180000,Property24
Riverside,3,3,160000,Property24
Parklands,3,3,250000,Property24
Loresho,3,3,65000,Property24
Kilimani,2,2,150000,Property24
Lavington,3,3,130000,Property24
Peponi,3,3,330000,Property24
Kilimani,3,3,250000,Property24
Kileleshwa,2,2,80000,Property24
South B,1,1,20000,Property24
Kilimani,1,1,110000,Property24
Kilimani,3,3,115000,Property24
Riverside,3,3,100000,Property24
South B,2,2,45000,Property24
Westlands,4,4,190000,Property24
Kilimani,2,2,90000,Property24
Kileleshwa,3,2,80000,Property24
Kileleshwa,3,2,85000,Property24
Langata,3,1,58000,Property24
Kilimani,3,3,120000,Property24
Ngong Rd,1,1,28000,Property24
Westlands,3,2,75000,Property24
Kileleshwa,4,4,200000,Property24
Kileleshwa,3,4,90000,Property24
Kileleshwa,3,3,160000,Property24
Ruaka,2,2,30000,Property24
Westlands,2,2,290000,Property24
Kileleshwa,2,2,70000,Property24
Kileleshwa,2,2,120000,Property24
Lavington,3,2,65000,Property24
Lavington,3,5,21000000,Property24
Parklands,3,1,60000,Property24
Kilimani,2,3,85000,Property24
Kilimani,3,3,95000,Property24
Nairobi West,2,2,40000,Property24
Parklands,3,4,280000,Property24
Valley Arcade,3,3,100000,Property24
Westlands,3,3,100000,Property24
Westlands,3,3,130000,Property24
Westlands,3,3,330000,Property24
Langata,1,1,28000,Property24
Lavington,4,5,180000,Property24
Westlands,2,2,23000,Property24
Lavington,3,2,90000,Property24
Karen,2,2,50000,Property24
Ngong Rd,2,2,65000,Property24
Kileleshwa,3,2,65000,Property24
Kileleshwa,3,3,90000,Property24
Westlands,3,3,250000,Property24
Lavington,2,3,85000,Property24
Langata,1,1,28000,Property24
Kileleshwa,3,3,90000,Property24
Kilimani,3,2,70000,Property24
Kileleshwa,3,3,150000,Property24
Kilimani,2,2,75000,Property24
Parklands,2,3,165000,Property24
Kileleshwa,2,2,70000,Property24
Kilimani,3,2,12000,Property24
Kilimani,3,3,170000,Property24
Parklands,4,4,150000,Property24
Kilimani,3,3,260000,Property24
Westlands,2,2,95000,Property24
Kileleshwa,2,2,100000,Property24
Westlands,3,4,120000,Property24
Langata,2,2,45000,Property24
Rosslyn,3,3,200000,Property24
Lavington,1,2,40000,Property24
Westlands,2,2,155000,Property24
Westlands,4,4,430000,Property24
Ngong Rd,1,1,23500,Property24
Ngong Rd,1,1,30000,Property24
Kiambu Road,3,2,55000,Property24
Lavington,3,3,75000,Property24
Westlands,5,5,360000,Property24
Kilimani,3,3,80000,Property24
Lavington,1,1,150000,Property24
Lavington,3,3,85000,Property24
Parklands,2,2,320000,Property24
Westlands,1,1,65000,Property24
Riverside,3,4,120000,Property24
Westlands,1,1,40000,Property24
Kileleshwa,1,1,130000,Property24
Ngong Rd,3,2,70000,Property24
Runda,2,2,150000,Property24
Kilimani,4,4,130000,Property24
Westlands,4,4,450000,Property24
Ngong Rd,1,1,35000,Property24
Westlands,3,4,350000,Property24
Kileleshwa,3,3,130000,Property24
Ngong Rd,1,1,21000,Property24
Westlands,4,4,190000,Property24
