bathrooms,bedrooms,external_features,internal_features,location,nearby,price,title
2,2,"Balcony,Gym,Gated Community,Kids Play Area,Lift/Elevator,BBQ,CCTV,Parking,Pet Friendly,Electric Fence,Borehole,Swimming Pool,Wheelchair Access,Garden","Aircon,Alarm,Service Charge Included,Backup Generator,Walk In Closet,En Suite,Fibre Internet","CITY PARK DRIVE, Westlands Area, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",165000,2 Bed Apartment with En Suite at City Park Drive
1,1,"Balcony,CCTV,Electric Fence,Borehole,Gym,Lift/Elevator,Parking","Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included","Westlands Area, Westlands","Hospital,Shopping Centre",165000,Serviced 1 Bed Apartment with En Suite in Westlands Area
1,1,"Balcony,CCTV,Electric Fence,Borehole,Gym,Lift/Elevator,Parking","Aircon,Alarm,Backup Generator,Service Charge Included",Kileleshwa,"Bus Stop,Hospital,Scenic View,Shopping Centre",55000,1 Bed Apartment with Gym in Kileleshwa
2,2,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished",Muthaiga,"Bus Stop,Shopping Centre,Hospital,School",240000,Furnished 2 Bed Apartment with En Suite in Muthaiga
3,3,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Wheelchair Access,Gated Community,Kids Play Area","Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included,Walk In Closet","Rhapta Road, Westlands",,250000,3 Bed Apartment with En Suite in Rhapta Road
2,2,"Balcony,CCTV,Electric Fence,Borehole,Gym,Lift/Elevator,Parking,Wheelchair Access,Pet Friendly","En Suite,Fibre Internet,Service Charge Included,Walk In Closet","4th avenue, Parklands, Westlands","Bus Stop,Hospital,School,Scenic View,Shopping Centre",85000,2 Bed Apartment with En Suite at 4Th Avenue
3,3,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet",Muthaiga,"Bus Stop,Shopping Centre,Hospital,School",250000,3 Bed Apartment with En Suite in Muthaiga
4,4,"Balcony,BBQ,CCTV,Borehole,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Gated Community,Kids Play Area,Pet Friendly","Backup Generator,En Suite,Fibre Internet,Service Charge Included,Walk In Closet","Riverside drive, riverside drive, Riverside, Westlands","Bus Stop,Shopping Centre",300000,4 Bed Apartment with En Suite at Riverside Drive
4,4,"Balcony,BBQ,CCTV,Electric Fence,Garden,Parking","Alarm,Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included","Off Oloitokitok Road, Kilimani, Kileleshwa","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",220000,4 Bed Apartment with En Suite at Off Oloitokitok Road
4,3,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Wheelchair Access,Gated Community,Kids Play Area","Backup Generator,Alarm,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet","Off peponi road, Brookside, Westlands","Bus Stop,Hospital,Scenic View,School,Shopping Centre",330000,Serviced 3 Bed Apartment with En Suite at Off Peponi Road
2,3,"Balcony,CCTV,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access,Gated Community,Kids Play Area,Pet Friendly,Staff Quarters","Backup Generator,En Suite,Service Charge Included,Walk In Closet,Alarm",Kileleshwa,"Bus Stop,Hospital,Scenic View,School,Shopping Centre",190000,3 Bed Apartment with En Suite in Kileleshwa
1,1,"Garden,Parking","Walk In Closet,Fibre Internet","kabiria, Dagoretti Corner",,17000,1 Bed Apartment with Parking at Kabiria
2,3,"Balcony,Lift/Elevator,Kids Play Area,Parking","Service Charge Included,En Suite,Fibre Internet,Backup Generator","parklands, Parklands, Westlands","Shopping Centre,Hospital,School",125000,3 Bed Apartment with En Suite at Parklands
3,3,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished",Muthaiga,"Bus Stop,Shopping Centre,Hospital,School",250000,Furnished 3 Bed Apartment with En Suite in Muthaiga
3,3,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Wheelchair Access,Swimming Pool,Gated Community,Kids Play Area,Pet Friendly","Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included","MPAKA ROAD, 2, Westlands Area, Westlands","Bus Stop,Hospital,School,Scenic View,Golf Course,Shopping Centre",175000,Serviced 3 Bed Apartment with En Suite at Mpaka Road
3,3,"CCTV,Electric Fence,Borehole,BBQ,Lift/Elevator,Parking,Staff Quarters,Pet Friendly,Kids Play Area,Balcony,Gated Community","Fibre Internet,En Suite,Backup Generator,Walk In Closet,Service Charge Included","Parklands, 01, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",130000,3 Bed Apartment with En Suite at Parklands
3,2,"Balcony,CCTV,BBQ,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Wheelchair Access,Gated Community,Kids Play Area","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included,Walk In Closet","MPAKA ROAD, Westlands Area, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",180000,Furnished 2 Bed Apartment with En Suite at Mpaka Road
3,3,"CCTV,Electric Fence,Borehole,BBQ,Lift/Elevator,Parking,Staff Quarters,Pet Friendly,Gated Community,Balcony","Fibre Internet,Walk In Closet,En Suite,Backup Generator,Service Charge Included","Parklands, 01, Westlands Area, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",130000,3 Bed Apartment with En Suite at Parklands
4,4,"Wheelchair Access,Borehole,Electric Fence,Staff Quarters,Parking,CCTV,Lift/Elevator,Gym,Gated Community,Balcony,BBQ","Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet","General Mathenge, Westlands Area, Westlands","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",250000,4 Bed Apartment with En Suite at General Mathenge
2,2,"Garden,Wheelchair Access,Swimming Pool,Electric Fence,CCTV,Parking,Kids Play Area,Lift/Elevator,Gym,Gated Community","Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Alarm","Rhapta rd, Westlands Area, Westlands","Shopping Centre,Bus Stop,Hospital,Golf Course,Scenic View,School",160000,2 Bed Apartment with En Suite at Rhapta Rd
2,3,"Balcony,BBQ,CCTV,Borehole,Garden,Parking,Staff Quarters,Electric Fence","Furnished,Service Charge Included,Walk In Closet","Riverside, Westlands","Bus Stop,Hospital,Scenic View,School,Shopping Centre",150000,Furnished 3 Bed Apartment with Borehole in Riverside
3,3,"Wheelchair Access,Garden,Borehole,Staff Quarters,Electric Fence,Swimming Pool,Parking,CCTV,Pet Friendly,Kids Play Area,BBQ,Lift/Elevator,Gym,Balcony,Gated Community","Walk In Closet,Backup Generator,Service Charge Included,Alarm,En Suite,Fibre Internet","City Park drive, Westlands Area, Westlands","Shopping Centre,Bus Stop,Golf Course,Hospital,Scenic View,School",280000,3 Bed Apartment with En Suite at City Park Drive
3,3,"Gated Community,BBQ,Lift/Elevator,Kids Play Area,Parking,CCTV,Electric Fence,Swimming Pool,Borehole,Garden,Wheelchair Access,Gym","Fibre Internet,Furnished,En Suite,Backup Generator,Walk In Closet,Alarm,Service Charge Included","Rhapta rd, Westlands Area, Westlands","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",250000,Furnished 3 Bed Apartment with En Suite at Rhapta Rd
3,3,"Garden,Wheelchair Access,Swimming Pool,Borehole,Staff Quarters,Electric Fence,CCTV,Parking,Lift/Elevator,Balcony,Gym","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","Riverside, Westlands","Shopping Centre,Bus Stop,Golf Course,Hospital,Scenic View,School",320000,Furnished 3 Bed Apartment with En Suite in Riverside
2,4,Balcony,En Suite,"Westlands Area, Westlands",,90000,4 Bed Apartment with En Suite in Westlands Area
2,2,"Garden,Wheelchair Access,Borehole,Electric Fence,Parking,CCTV,Lift/Elevator,BBQ,Kids Play Area,Gym,Balcony,Gated Community","Service Charge Included,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished","Rhapta rd, Westlands Area, Westlands","School,Scenic View,Hospital,Bus Stop,Shopping Centre",230000,Furnished 2 Bed Apartment with En Suite at Rhapta Rd
3,3,"Balcony,Gym,BBQ,Lift/Elevator,CCTV,Parking,Electric Fence,Swimming Pool,Garden,Wheelchair Access,Kids Play Area,Gated Community","Furnished,Alarm,Serviced,Backup Generator,Service Charge Included,En Suite,Walk In Closet,Fibre Internet","Westlands Area, Westlands","Scenic View,Bus Stop,Shopping Centre,Hospital,School,Golf Course",290000,Serviced 3 Bed Apartment with En Suite in Westlands Area
4,3,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Gym,Lift/Elevator,Parking,Wheelchair Access,Kids Play Area,Pet Friendly,Swimming Pool","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet",Kilimani,"Bus Stop,Hospital,School,Scenic View,Shopping Centre",280000,Serviced 3 Bed Apartment with En Suite in Kilimani
2,2,"Balcony,Lift/Elevator,Parking",En Suite,Hurlingham,"Shopping Centre,Bus Stop,Hospital,School",75000,2 Bed Apartment with En Suite in Hurlingham
4,3,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Wheelchair Access,Gated Community,Kids Play Area,Pet Friendly","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet","Riverside, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",350000,Serviced 3 Bed Apartment with En Suite in Riverside
4,4,"Parking,CCTV,Lift/Elevator,Balcony,Electric Fence,Borehole,Swimming Pool,Wheelchair Access","Alarm,Backup Generator,Walk In Closet,Service Charge Included,En Suite,Fibre Internet","General Mathenge, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",480000,4 Bed Apartment with En Suite in General Mathenge
2,2,"Balcony,Gated Community,Kids Play Area,Pet Friendly,Parking,CCTV,Electric Fence,Borehole,Garden","Alarm,Service Charge Included,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished","Nyari, Westlands","Bus Stop,Shopping Centre,Hospital,Scenic View,School",200000,Furnished 2 Bed Apartment with En Suite in Nyari
2,2,"Gym,BBQ,CCTV,Parking,Electric Fence,Borehole,Garden,Swimming Pool,Kids Play Area,Pet Friendly,Gated Community,Balcony","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced","Rosslyn, Westlands","Bus Stop,Shopping Centre,Hospital,Scenic View,School",160000,Serviced 2 Bed Apartment with En Suite in Rosslyn
2,2,"Balcony,CCTV,Electric Fence,Garden,Swimming Pool,Staff Quarters,Parking,Lift/Elevator,Gym,Kids Play Area,Pet Friendly,Wheelchair Access","Fibre Internet,Furnished,Service Charge Included,Serviced,Walk In Closet,Backup Generator,En Suite","Riverside, Westlands","Scenic View,Shopping Centre,Bus Stop,Hospital,School",250000,Serviced 2 Bed Apartment with En Suite in Riverside
4,4,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet",Kileleshwa,"Bus Stop,Shopping Centre,Hospital,School",350000,4 Bed Apartment with En Suite in Kileleshwa
4,3,"Lift/Elevator,Gym,Kids Play Area,Balcony,Parking,Staff Quarters,Swimming Pool,Borehole,Wheelchair Access,CCTV,Electric Fence","Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet","Two Rivers, Gigiri, Westlands","Shopping Centre,Scenic View",250000,3 Bed Apartment with En Suite at Two Rivers
4,4,"Balcony,Gated Community,Kids Play Area,CCTV,Parking,Electric Fence,Borehole","Alarm,Service Charge Included,Walk In Closet,En Suite,Fibre Internet","Kitisuru, Westlands","Bus Stop,Shopping Centre,Hospital,School,Scenic View",100000,4 Bed Apartment with En Suite in Kitisuru
1,1,"Garden,Wheelchair Access,Swimming Pool,Borehole,Electric Fence,Pet Friendly,Parking,CCTV,Lift/Elevator,Gated Community,Gym,Balcony","Furnished,Fibre Internet,En Suite,Walk In Closet,Backup Generator,Service Charge Included,Serviced,Alarm,Aircon","Rhapta rd, Westlands Area, Westlands","Shopping Centre,Golf Course,Hospital,Scenic View,School",180000,Serviced 1 Bed Apartment with En Suite at Rhapta Rd
5,4,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Wheelchair Access,Gated Community,Kids Play Area,Pet Friendly","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet","Riverside, Westlands","Bus Stop,Golf Course,Scenic View,Hospital,School,Shopping Centre",350000,Serviced 4 Bed Apartment with En Suite in Riverside
3,3,"Garden,Wheelchair Access,Swimming Pool,Borehole,Electric Fence,Staff Quarters,Parking,Pet Friendly,CCTV,Lift/Elevator,Kids Play Area,Gated Community,Gym,Balcony","Service Charge Included,Alarm,Backup Generator,Walk In Closet,En Suite,Fibre Internet","Rhapta rd, Westlands Area, Westlands","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",250000,3 Bed Apartment with En Suite at Rhapta Rd
2,3,"Gym,Balcony,Gated Community,Lift/Elevator,Kids Play Area,CCTV,Parking,Electric Fence,Borehole,Garden,Swimming Pool","Service Charge Included,Backup Generator,En Suite","westlands, Westlands Area, Westlands","Bus Stop,Shopping Centre,School,Scenic View,Hospital",125000,3 Bed Apartment with En Suite at Westlands
3,2,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Electric Fence,Swimming Pool,Garden,Wheelchair Access","Aircon,Alarm,Service Charge Included,Backup Generator,En Suite,Fibre Internet",Kileleshwa,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",120000,2 Bed Apartment with En Suite at Kileleshwa
3,3,"Borehole,Garden,Wheelchair Access,Swimming Pool,Electric Fence,Staff Quarters,Parking,CCTV,Pet Friendly,Kids Play Area,Lift/Elevator,BBQ,Balcony,Gym,Gated Community","Serviced,Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished",Kileleshwa,"Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",300000,Serviced 3 Bed Apartment with En Suite in Kileleshwa
2,2,"Garden,Wheelchair Access,Swimming Pool,Borehole,Electric Fence,Parking,CCTV,Balcony,Lift/Elevator,Kids Play Area,Gym,Pet Friendly,Gated Community","Service Charge Included,Alarm,En Suite,Backup Generator,Fibre Internet,Walk In Closet","City Park drive, Westlands Area, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",165000,2 Bed Apartment with En Suite at City Park Drive
3,3,"Garden,Borehole,Swimming Pool,Wheelchair Access,Staff Quarters,Electric Fence,CCTV,Parking,Kids Play Area,Lift/Elevator,BBQ,Balcony,Gated Community,Gym","Service Charge Included,Walk In Closet,Backup Generator,Alarm,En Suite,Fibre Internet","Riverside drive, Riverside, Westlands","Shopping Centre,Golf Course,Hospital,Scenic View,School",250000,3 Bed Apartment with En Suite at Riverside Drive
2,2,"Balcony,Gym,Gated Community,Lift/Elevator,BBQ,CCTV,Parking,Staff Quarters,Electric Fence,Borehole,Swimming Pool,Wheelchair Access,Garden,Kids Play Area,Pet Friendly","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","spring valley, Spring Valley, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",165000,Furnished 2 Bed Apartment with En Suite at Spring Valley
2,2,"Balcony,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access,Borehole,Electric Fence,CCTV","Backup Generator,Walk In Closet,Service Charge Included,En Suite,Fibre Internet,Furnished","Lantana Road, Westlands Area, Westlands","Scenic View,Shopping Centre",250000,Furnished 2 Bed Apartment with En Suite at Lantana Road
3,3,"Balcony,Gym,Gated Community,Kids Play Area,Lift/Elevator,BBQ,CCTV,Parking,Pet Friendly,Staff Quarters,Electric Fence,Borehole,Swimming Pool,Wheelchair Access,Garden","Serviced,Aircon,Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished","kileleshwa, Kileleshwa","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",350000,Serviced 3 Bed Apartment with En Suite at Kileleshwa
2,2,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Swimming Pool,Staff Quarters,Parking,Lift/Elevator,Gym,Gated Community,Kids Play Area,Pet Friendly,Wheelchair Access","Fibre Internet,Furnished,En Suite,Backup Generator,Walk In Closet,Service Charge Included,Alarm,Aircon,Serviced","Riverside, Westlands","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",300000,Serviced 2 Bed Apartment with En Suite at Riverside
2,2,"Balcony,Parking,Gated Community","En Suite,Service Charge Included","Brookside drive westland, Runda, Westlands",,80000,2 Bed Apartment with En Suite in Runda
3,3,"Balcony,Gated Community,Kids Play Area,Lift/Elevator,BBQ,CCTV,Parking,Pet Friendly,Staff Quarters,Electric Fence,Borehole,Swimming Pool,Garden,Wheelchair Access","Aircon,Service Charge Included,Alarm,Backup Generator,Walk In Closet,En Suite,Fibre Internet","Riverside drive, Riverside, Westlands","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",230000,3 Bed Apartment with En Suite at Riverside Drive
3,3,"Balcony,Gym,Kids Play Area,Lift/Elevator,BBQ,CCTV,Parking,Staff Quarters,Electric Fence,Borehole,Swimming Pool,Garden,Wheelchair Access","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet",Kileleshwa,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",190000,3 Bed Apartment with En Suite in Kileleshwa
2,2,"Swimming Pool,Wheelchair Access,Borehole,Electric Fence,Pet Friendly,Parking,CCTV,Lift/Elevator,Gated Community,Gym,Balcony","Alarm,Service Charge Included,Backup Generator,Walk In Closet,En Suite,Fibre Internet","off Lower Kabete, Spring Valley, Westlands","School,Scenic View,Hospital,Golf Course,Shopping Centre,Bus Stop",170000,2 Bed Apartment with En Suite at Off Lower Kabete
2,2,"Balcony,Kids Play Area,Lift/Elevator,BBQ,Parking,CCTV,Electric Fence,Borehole,Gated Community,Pet Friendly,Garden","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet",Kiambu Road,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",50000,2 Bed Apartment with En Suite in Kiambu Road
2,1,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Gym,Lift/Elevator,Parking,Swimming Pool,Wheelchair Access,Kids Play Area,Pet Friendly","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet",Kilimani,"Bus Stop,Hospital,Scenic View,School,Shopping Centre",200000,Serviced 1 Bed Apartment with En Suite in Kilimani
